Train,Valid,Test
0.782,0.779,0.783
0.783,0.774,0.783
0.781,0.774,0.784
0.778,0.774,0.784
0.775,0.754,0.786
0.781,0.789,0.781
0.781,0.794,0.777
0.775,0.767,0.778
0.777,0.777,0.777
0.782,0.757,0.782
0.779,0.747,0.784
0.784,0.789,0.774
0.790,0.772,0.782
0.784,0.792,0.782
0.791,0.767,0.779
0.783,0.784,0.788
0.785,0.764,0.783
0.780,0.764,0.782
0.794,0.779,0.784
0.784,0.769,0.781
0.777,0.767,0.787
0.785,0.767,0.783
0.787,0.777,0.784
0.786,0.792,0.790
0.780,0.777,0.788
0.781,0.759,0.787
0.787,0.787,0.793
0.787,0.779,0.781
0.787,0.789,0.789
0.790,0.769,0.788
0.788,0.794,0.792
0.794,0.764,0.789
0.786,0.767,0.790
0.792,0.782,0.788
0.790,0.767,0.785
0.789,0.797,0.781
0.793,0.769,0.783
0.795,0.787,0.787
0.789,0.772,0.791
0.787,0.787,0.798
0.788,0.772,0.787
0.790,0.787,0.787
0.790,0.792,0.785
0.792,0.774,0.788
0.795,0.794,0.798
0.791,0.774,0.785
0.789,0.772,0.790
0.789,0.774,0.791
0.796,0.789,0.797
0.800,0.772,0.789
0.790,0.774,0.798
0.796,0.782,0.794
0.800,0.789,0.789
0.796,0.749,0.785
0.782,0.774,0.796
0.795,0.787,0.796
0.797,0.769,0.792
0.798,0.782,0.791
0.794,0.774,0.796
0.795,0.772,0.794
0.798,0.779,0.803
0.794,0.772,0.797
0.793,0.769,0.796
0.797,0.782,0.791
0.791,0.794,0.794
0.797,0.779,0.787
0.793,0.787,0.797
0.794,0.772,0.797
0.799,0.762,0.787
0.795,0.789,0.793
0.801,0.787,0.796
0.795,0.779,0.796
0.796,0.774,0.792
0.803,0.787,0.799
0.795,0.779,0.792
0.795,0.782,0.794
0.801,0.782,0.794
0.810,0.787,0.793
0.800,0.777,0.798
0.806,0.767,0.788
0.799,0.779,0.797
0.797,0.794,0.799
0.797,0.789,0.800
0.800,0.787,0.794
0.796,0.772,0.802
0.801,0.805,0.801
0.800,0.787,0.803
0.795,0.820,0.796
0.794,0.827,0.798
0.797,0.815,0.797
0.800,0.805,0.801
0.797,0.815,0.799
0.802,0.802,0.801
0.797,0.835,0.799
0.803,0.802,0.799
0.799,0.832,0.804
0.801,0.835,0.805
0.800,0.830,0.797
0.798,0.810,0.802
0.804,0.797,0.801
0.802,0.805,0.801
0.802,0.815,0.803
0.802,0.810,0.803
0.796,0.812,0.799
0.795,0.802,0.808
0.795,0.822,0.796
0.804,0.810,0.802
0.796,0.802,0.803
0.796,0.820,0.803
0.806,0.822,0.808
0.797,0.815,0.799
0.804,0.827,0.802
0.801,0.805,0.803
0.800,0.820,0.795
0.811,0.799,0.805
0.800,0.820,0.802
0.799,0.815,0.804
0.806,0.822,0.805
0.807,0.832,0.807
0.799,0.810,0.807
0.803,0.797,0.802
0.802,0.810,0.808
0.802,0.825,0.804
0.806,0.825,0.802
0.809,0.820,0.809
0.807,0.830,0.808
0.804,0.805,0.806
0.804,0.825,0.805
0.804,0.820,0.810
0.806,0.807,0.804
0.802,0.805,0.806
0.803,0.797,0.801
0.805,0.820,0.805
0.801,0.820,0.819
0.807,0.807,0.809
0.807,0.797,0.806
0.813,0.827,0.813
0.806,0.784,0.799
0.807,0.769,0.812
0.808,0.797,0.804
0.805,0.782,0.805
0.811,0.782,0.808
0.806,0.774,0.805
0.810,0.772,0.807
0.814,0.789,0.810
0.806,0.774,0.801
0.811,0.787,0.804
0.802,0.759,0.813
0.819,0.792,0.805
0.808,0.774,0.807
0.811,0.789,0.814
0.814,0.794,0.814
0.805,0.764,0.801
0.813,0.784,0.810
0.815,0.779,0.810
0.812,0.794,0.817
0.816,0.784,0.805
0.809,0.782,0.807
0.812,0.772,0.811
0.816,0.794,0.809
0.811,0.777,0.812
0.807,0.792,0.812
0.812,0.784,0.811
0.808,0.787,0.812
0.813,0.784,0.814
0.816,0.749,0.815
0.809,0.759,0.810
0.813,0.779,0.814
0.818,0.792,0.807
0.812,0.782,0.811
0.816,0.802,0.810
0.807,0.782,0.809
0.815,0.787,0.814
0.811,0.782,0.811
0.811,0.805,0.815
0.819,0.797,0.810
0.809,0.797,0.810
0.819,0.774,0.814
0.817,0.782,0.809
0.816,0.774,0.816
0.812,0.764,0.814
0.817,0.792,0.813
0.815,0.789,0.816
0.816,0.802,0.808
0.817,0.799,0.810
0.818,0.805,0.810
0.815,0.787,0.810
0.811,0.835,0.812
0.814,0.805,0.809
0.817,0.797,0.815
0.811,0.815,0.811
0.817,0.807,0.809
0.815,0.815,0.807
0.817,0.832,0.812
0.811,0.787,0.823
0.813,0.827,0.812
0.809,0.822,0.814
0.814,0.810,0.814
0.810,0.817,0.815
0.815,0.827,0.819
0.817,0.822,0.821
0.819,0.845,0.819
0.811,0.815,0.809
0.807,0.825,0.813
0.811,0.802,0.809
0.812,0.827,0.815
0.816,0.825,0.817
0.812,0.820,0.814
0.812,0.810,0.819
0.814,0.805,0.818
0.813,0.825,0.813
0.817,0.832,0.815
0.823,0.840,0.812
0.815,0.812,0.817
0.811,0.822,0.820
0.816,0.840,0.825
0.812,0.850,0.823
0.811,0.817,0.815
0.818,0.799,0.812
0.816,0.799,0.817
0.813,0.812,0.816
0.824,0.827,0.820
0.815,0.810,0.825
0.817,0.817,0.818
0.819,0.830,0.820
0.817,0.830,0.812
0.819,0.810,0.817
0.811,0.799,0.806
0.816,0.840,0.825
0.817,0.832,0.819
0.813,0.825,0.819
0.821,0.825,0.817
0.816,0.807,0.811
0.821,0.815,0.819
0.818,0.830,0.818
0.821,0.817,0.817
0.815,0.810,0.822
0.821,0.772,0.819
0.820,0.772,0.820
0.821,0.762,0.814
0.829,0.774,0.821
0.823,0.772,0.819
0.824,0.779,0.819
0.823,0.797,0.820
0.821,0.794,0.819
0.827,0.767,0.819
0.824,0.782,0.823
0.826,0.762,0.819
0.827,0.764,0.818
0.821,0.752,0.821
0.827,0.769,0.822
0.820,0.777,0.823
0.826,0.769,0.820
0.818,0.787,0.815
0.821,0.772,0.816
0.826,0.789,0.818
0.827,0.777,0.816
0.821,0.794,0.822
0.827,0.779,0.821
0.827,0.767,0.815
0.828,0.789,0.827
0.820,0.779,0.817
0.823,0.787,0.810
0.832,0.789,0.823
0.824,0.759,0.818
0.831,0.769,0.815
0.827,0.759,0.818
0.830,0.777,0.821
0.825,0.759,0.819
0.827,0.767,0.819
0.816,0.769,0.817
0.823,0.784,0.814
0.829,0.782,0.824
0.833,0.777,0.821
0.831,0.762,0.818
0.826,0.772,0.817
0.826,0.764,0.822
0.822,0.757,0.816
0.824,0.749,0.816
0.825,0.772,0.824
0.829,0.762,0.819
0.831,0.779,0.823
0.822,0.762,0.815
0.820,0.757,0.820
0.815,0.772,0.812
0.832,0.789,0.817
0.825,0.769,0.823
0.828,0.847,0.821
0.822,0.842,0.818
0.810,0.829,0.818
0.821,0.817,0.813
0.810,0.819,0.822
0.815,0.827,0.817
0.815,0.844,0.828
0.819,0.814,0.821
0.823,0.849,0.817
0.818,0.829,0.821
0.828,0.822,0.822
0.827,0.824,0.824
0.824,0.809,0.818
0.820,0.822,0.822
0.823,0.807,0.829
0.821,0.819,0.824
0.814,0.812,0.822
0.820,0.814,0.815
0.821,0.817,0.825
0.825,0.814,0.821
0.821,0.817,0.821
0.825,0.809,0.827
0.818,0.827,0.828
0.827,0.827,0.827
0.822,0.822,0.826
0.814,0.837,0.824
0.821,0.824,0.816
0.831,0.807,0.821
0.828,0.814,0.826
0.828,0.834,0.824
0.824,0.839,0.819
0.826,0.824,0.827
0.825,0.807,0.821
0.820,0.849,0.824
0.827,0.814,0.825
0.825,0.819,0.821
0.826,0.827,0.819
0.823,0.822,0.822
0.824,0.812,0.820
0.829,0.822,0.822
0.824,0.839,0.822
0.819,0.834,0.824
0.826,0.837,0.822
0.833,0.822,0.824
0.823,0.812,0.822
0.823,0.827,0.825
0.822,0.824,0.821
0.830,0.812,0.820
0.821,0.832,0.825
0.822,0.829,0.820
0.817,0.849,0.827
0.823,0.844,0.822
0.824,0.864,0.821
0.821,0.867,0.833
0.818,0.869,0.821
0.824,0.862,0.821
0.830,0.837,0.814
0.828,0.852,0.829
0.824,0.857,0.824
0.825,0.842,0.823
0.820,0.839,0.829
0.826,0.824,0.828
0.819,0.854,0.825
0.823,0.854,0.824
0.825,0.872,0.829
0.826,0.844,0.831
0.822,0.839,0.828
0.826,0.859,0.831
0.830,0.847,0.822
0.822,0.852,0.826
0.829,0.839,0.825
0.823,0.857,0.826
0.815,0.834,0.824
0.819,0.862,0.832
0.825,0.847,0.824
0.818,0.849,0.828
0.821,0.844,0.832
0.826,0.859,0.826
0.830,0.844,0.831
0.826,0.859,0.822
0.826,0.872,0.823
0.821,0.842,0.819
0.827,0.854,0.827
0.825,0.859,0.830
0.824,0.849,0.826
0.831,0.869,0.830
0.820,0.862,0.818
0.831,0.844,0.826
0.823,0.849,0.825
0.823,0.857,0.823
0.825,0.857,0.819
0.821,0.837,0.828
0.820,0.844,0.823
0.828,0.824,0.824
0.825,0.852,0.831
0.828,0.862,0.827
0.827,0.842,0.831
0.816,0.852,0.829
0.823,0.827,0.826
0.828,0.844,0.819
