Train,Valid,Test
0.431,0.441,0.433
0.437,0.451,0.438
0.454,0.449,0.449
0.465,0.469,0.465
0.484,0.486,0.485
0.494,0.459,0.511
0.511,0.489,0.510
0.527,0.504,0.513
0.541,0.499,0.528
0.539,0.524,0.532
0.545,0.544,0.543
0.551,0.509,0.540
0.549,0.521,0.553
0.559,0.541,0.557
0.552,0.551,0.557
0.557,0.541,0.557
0.557,0.541,0.560
0.568,0.551,0.563
0.561,0.556,0.564
0.561,0.556,0.568
0.569,0.539,0.566
0.570,0.536,0.571
0.565,0.546,0.567
0.567,0.556,0.564
0.577,0.566,0.571
0.574,0.569,0.571
0.579,0.579,0.570
0.579,0.576,0.574
0.576,0.561,0.571
0.576,0.591,0.577
0.576,0.561,0.579
0.581,0.561,0.580
0.583,0.561,0.580
0.586,0.539,0.581
0.590,0.559,0.581
0.593,0.546,0.580
0.587,0.569,0.588
0.593,0.561,0.583
0.586,0.559,0.586
0.590,0.579,0.590
0.596,0.556,0.595
0.590,0.569,0.595
0.592,0.574,0.587
0.599,0.574,0.590
0.601,0.576,0.593
0.597,0.579,0.594
0.605,0.571,0.597
0.599,0.556,0.592
0.608,0.589,0.598
0.600,0.586,0.597
0.604,0.579,0.596
0.614,0.574,0.594
0.603,0.591,0.605
0.607,0.579,0.601
0.610,0.571,0.602
0.607,0.576,0.604
0.606,0.574,0.611
0.617,0.579,0.603
0.612,0.574,0.611
0.610,0.569,0.607
0.610,0.574,0.606
0.615,0.561,0.611
0.610,0.604,0.609
0.617,0.574,0.616
0.620,0.591,0.610
0.612,0.602,0.614
0.614,0.586,0.616
0.621,0.607,0.617
0.625,0.599,0.623
0.618,0.586,0.617
0.622,0.581,0.628
0.625,0.589,0.624
0.628,0.596,0.623
0.628,0.602,0.624
0.633,0.589,0.632
0.635,0.594,0.630
0.637,0.624,0.629
0.638,0.594,0.632
0.634,0.609,0.644
0.644,0.622,0.637
0.643,0.622,0.646
0.643,0.607,0.640
0.649,0.614,0.655
0.648,0.642,0.646
0.649,0.637,0.657
0.662,0.629,0.659
0.656,0.659,0.656
0.680,0.649,0.658
0.671,0.637,0.661
0.671,0.659,0.671
0.670,0.669,0.665
0.671,0.662,0.677
0.674,0.664,0.672
0.677,0.652,0.681
0.674,0.632,0.676
0.682,0.669,0.676
0.679,0.682,0.685
0.693,0.652,0.680
0.685,0.679,0.684
0.685,0.669,0.694
0.690,0.702,0.698
0.688,0.672,0.689
0.697,0.704,0.692
0.691,0.719,0.690
0.692,0.717,0.694
0.704,0.697,0.694
0.696,0.709,0.696
0.692,0.702,0.694
0.698,0.727,0.691
0.694,0.722,0.699
0.705,0.739,0.701
0.707,0.707,0.702
0.701,0.699,0.706
0.705,0.709,0.712
0.704,0.724,0.709
0.703,0.714,0.701
0.700,0.714,0.711
0.708,0.732,0.715
0.708,0.732,0.708
0.709,0.709,0.708
0.711,0.729,0.701
0.715,0.724,0.714
0.713,0.752,0.707
0.712,0.709,0.714
0.702,0.732,0.715
0.713,0.722,0.721
0.726,0.724,0.720
0.716,0.739,0.715
0.720,0.742,0.717
0.717,0.732,0.726
0.712,0.742,0.720
0.719,0.737,0.716
0.721,0.732,0.719
0.721,0.729,0.727
0.716,0.722,0.726
0.721,0.734,0.723
0.722,0.727,0.723
0.722,0.719,0.721
0.721,0.757,0.722
0.719,0.752,0.722
0.727,0.754,0.725
0.730,0.744,0.724
0.724,0.739,0.719
0.729,0.724,0.721
0.724,0.732,0.732
0.726,0.722,0.725
0.727,0.742,0.730
0.724,0.749,0.734
0.726,0.734,0.723
0.729,0.729,0.729
0.729,0.749,0.728
0.727,0.772,0.729
0.725,0.754,0.726
0.730,0.762,0.728
0.731,0.742,0.730
0.731,0.784,0.737
0.724,0.769,0.729
0.728,0.769,0.735
0.723,0.777,0.733
0.729,0.769,0.730
0.723,0.772,0.736
0.723,0.769,0.730
