Train,Valid,Test
0.731,0.787,0.737
0.730,0.769,0.733
0.730,0.764,0.741
0.738,0.777,0.736
0.733,0.779,0.735
0.736,0.757,0.737
0.738,0.767,0.735
0.733,0.764,0.736
0.735,0.777,0.740
0.734,0.759,0.738
0.734,0.772,0.747
0.733,0.772,0.741
0.731,0.757,0.741
0.743,0.767,0.743
0.740,0.779,0.735
0.734,0.779,0.739
0.736,0.784,0.740
0.746,0.777,0.736
0.735,0.764,0.737
0.740,0.772,0.742
0.736,0.769,0.741
0.739,0.787,0.745
0.743,0.759,0.747
0.739,0.779,0.741
0.731,0.787,0.745
0.742,0.769,0.741
0.742,0.777,0.741
0.739,0.757,0.745
0.742,0.782,0.740
0.743,0.774,0.743
0.743,0.762,0.739
0.742,0.777,0.743
0.740,0.762,0.747
0.746,0.779,0.750
0.743,0.752,0.749
0.745,0.767,0.739
0.742,0.754,0.747
0.748,0.777,0.744
0.743,0.757,0.747
0.750,0.754,0.753
0.746,0.757,0.745
0.746,0.742,0.746
0.751,0.764,0.746
0.751,0.757,0.752
0.745,0.757,0.751
0.755,0.762,0.750
0.743,0.747,0.747
0.749,0.769,0.747
0.749,0.767,0.748
0.749,0.764,0.744
0.746,0.777,0.748
0.744,0.772,0.747
0.745,0.759,0.745
0.749,0.767,0.754
0.748,0.754,0.751
0.747,0.769,0.753
0.748,0.762,0.745
0.760,0.772,0.752
0.752,0.749,0.757
0.749,0.757,0.753
0.751,0.769,0.751
0.753,0.769,0.755
0.754,0.774,0.755
0.758,0.769,0.757
0.756,0.752,0.749
0.751,0.774,0.758
0.750,0.744,0.761
0.751,0.767,0.755
0.757,0.757,0.760
0.754,0.767,0.751
0.751,0.774,0.751
0.755,0.762,0.756
0.753,0.757,0.749
0.756,0.772,0.756
0.756,0.752,0.751
0.758,0.769,0.754
0.753,0.782,0.764
0.749,0.757,0.753
0.752,0.769,0.757
0.753,0.759,0.759
0.758,0.764,0.764
0.756,0.752,0.755
0.756,0.767,0.759
0.759,0.752,0.758
0.755,0.747,0.761
0.758,0.774,0.760
0.759,0.762,0.758
0.756,0.769,0.760
0.760,0.757,0.754
0.755,0.774,0.757
0.767,0.774,0.759
0.755,0.792,0.758
0.756,0.762,0.757
0.761,0.762,0.754
0.758,0.764,0.760
0.762,0.774,0.764
0.761,0.759,0.757
0.765,0.762,0.759
0.760,0.774,0.762
0.756,0.769,0.769
0.760,0.769,0.763
0.766,0.787,0.757
0.755,0.777,0.759
0.759,0.779,0.762
0.761,0.759,0.758
0.763,0.759,0.763
0.769,0.764,0.760
0.758,0.792,0.763
0.757,0.764,0.757
0.764,0.769,0.765
0.763,0.779,0.761
0.758,0.759,0.760
0.764,0.782,0.766
0.761,0.792,0.760
0.758,0.777,0.766
0.765,0.774,0.757
0.761,0.789,0.770
0.758,0.754,0.764
0.765,0.757,0.766
0.766,0.759,0.764
0.764,0.767,0.768
0.763,0.777,0.761
0.761,0.764,0.765
0.766,0.789,0.768
0.764,0.777,0.765
0.764,0.774,0.772
0.760,0.759,0.764
0.771,0.767,0.762
0.758,0.764,0.766
0.762,0.787,0.769
0.761,0.779,0.768
0.767,0.784,0.773
0.761,0.784,0.762
0.772,0.779,0.766
0.765,0.769,0.762
0.767,0.772,0.764
0.760,0.787,0.774
0.765,0.782,0.760
0.764,0.747,0.769
0.767,0.767,0.767
0.775,0.752,0.764
0.772,0.754,0.772
0.771,0.737,0.764
0.766,0.759,0.771
0.768,0.754,0.771
0.765,0.747,0.771
0.772,0.767,0.763
0.775,0.767,0.770
0.776,0.749,0.771
0.770,0.767,0.763
0.771,0.752,0.767
0.771,0.749,0.772
0.775,0.742,0.769
0.777,0.764,0.767
0.774,0.742,0.769
0.770,0.762,0.766
0.768,0.774,0.769
0.778,0.759,0.777
0.775,0.757,0.774
0.774,0.762,0.767
0.772,0.767,0.766
0.774,0.777,0.771
0.777,0.754,0.770
0.775,0.749,0.771
0.776,0.754,0.771
0.776,0.739,0.775
0.776,0.754,0.771
0.772,0.754,0.776
0.776,0.759,0.770
0.772,0.749,0.772
0.771,0.774,0.771
0.776,0.747,0.771
0.772,0.754,0.771
0.774,0.774,0.773
0.777,0.752,0.770
0.775,0.769,0.779
0.777,0.762,0.776
0.772,0.744,0.772
0.778,0.769,0.775
0.777,0.767,0.772
0.778,0.759,0.776
0.780,0.772,0.776
0.776,0.754,0.774
0.780,0.767,0.780
0.774,0.769,0.774
0.774,0.777,0.779
0.777,0.752,0.773
0.774,0.757,0.773
0.778,0.727,0.773
0.779,0.729,0.773
0.782,0.729,0.772
0.783,0.742,0.775
0.780,0.737,0.776
0.777,0.759,0.774
0.775,0.739,0.774
0.777,0.762,0.774
0.777,0.742,0.779
0.777,0.742,0.777
0.781,0.759,0.779
0.784,0.747,0.781
0.790,0.734,0.778
0.784,0.742,0.775
0.777,0.742,0.772
0.785,0.724,0.782
0.773,0.742,0.780
0.781,0.734,0.779
0.784,0.764,0.780
0.784,0.752,0.778
0.786,0.747,0.777
0.784,0.747,0.773
0.781,0.729,0.778
0.784,0.747,0.769
0.778,0.744,0.780
0.778,0.752,0.781
0.780,0.749,0.775
0.776,0.759,0.779
0.783,0.757,0.785
0.785,0.767,0.780
0.782,0.749,0.775
0.790,0.747,0.784
0.782,0.742,0.780
0.782,0.737,0.778
0.788,0.744,0.783
0.782,0.747,0.781
0.792,0.759,0.785
0.782,0.754,0.784
0.779,0.734,0.779
0.784,0.737,0.781
0.784,0.749,0.782
0.785,0.744,0.780
0.783,0.744,0.782
0.786,0.739,0.783
0.784,0.759,0.782
0.781,0.757,0.786
0.789,0.754,0.781
0.788,0.759,0.782
0.794,0.747,0.778
0.787,0.739,0.783
0.787,0.769,0.784
0.783,0.774,0.786
0.782,0.779,0.778
0.784,0.781,0.783
0.786,0.789,0.780
0.782,0.779,0.779
0.789,0.791,0.787
0.780,0.771,0.787
0.786,0.799,0.782
0.781,0.784,0.784
0.788,0.791,0.782
0.784,0.784,0.789
0.781,0.781,0.778
0.787,0.771,0.783
0.785,0.771,0.785
0.786,0.779,0.786
0.784,0.776,0.787
0.789,0.789,0.788
0.788,0.781,0.787
0.794,0.796,0.787
0.786,0.781,0.788
0.788,0.784,0.783
0.782,0.776,0.785
0.788,0.784,0.788
0.791,0.786,0.787
0.791,0.766,0.782
0.789,0.794,0.785
0.781,0.774,0.788
0.784,0.774,0.781
0.791,0.802,0.789
0.782,0.791,0.785
0.788,0.789,0.792
0.787,0.776,0.785
0.786,0.784,0.786
0.791,0.781,0.788
0.792,0.786,0.792
0.787,0.776,0.788
0.790,0.774,0.787
0.787,0.796,0.786
0.792,0.781,0.788
0.790,0.789,0.785
0.789,0.791,0.790
0.791,0.779,0.793
0.791,0.796,0.793
0.792,0.804,0.789
0.784,0.776,0.790
0.797,0.781,0.791
0.797,0.779,0.791
0.792,0.786,0.789
0.787,0.794,0.795
0.788,0.771,0.792
0.793,0.786,0.794
0.790,0.779,0.788
0.788,0.796,0.791
0.792,0.802,0.792
0.790,0.781,0.791
0.795,0.802,0.792
0.793,0.796,0.793
0.799,0.776,0.792
0.792,0.784,0.792
0.791,0.804,0.789
0.788,0.812,0.793
0.791,0.796,0.792
0.789,0.784,0.797
0.793,0.786,0.794
0.791,0.796,0.791
0.792,0.794,0.790
0.798,0.809,0.793
0.797,0.781,0.796
0.799,0.779,0.798
0.799,0.794,0.797
0.797,0.779,0.793
0.798,0.809,0.797
0.798,0.794,0.799
0.795,0.796,0.794
0.794,0.809,0.795
0.795,0.794,0.799
0.799,0.786,0.793
0.789,0.781,0.788
0.797,0.799,0.794
0.794,0.789,0.792
0.795,0.802,0.796
0.801,0.784,0.799
0.799,0.802,0.798
0.796,0.784,0.793
0.797,0.804,0.793
0.799,0.794,0.796
0.802,0.784,0.798
0.794,0.789,0.794
0.799,0.791,0.797
0.798,0.802,0.795
0.792,0.809,0.798
0.793,0.786,0.790
0.800,0.784,0.791
0.799,0.807,0.798
0.792,0.802,0.795
0.801,0.794,0.797
0.801,0.784,0.797
0.802,0.779,0.799
0.793,0.814,0.791
